WBAN Number|WMO Number|Call Sign|Climate Division Code|Climate Division State Code|Climate Division Station Code|Name|Location|Address|Latitude|Longitude|Ground Height|Station Height|Barometer Height|Time Zone
13743|72405|DCA|04|44|8906|WASHINGTON DC, VA|RONALD REAGAN NATIONAL AP||38.52|-77.02|60|60|60|
13744||FLO|04|38|3106|FLORENCE, SC|FLORENCE REGIONAL AIRPORT||34.11|-79.44|148|148|148|
13748|72301|ILM|06|31|9457|WILMINGTON, NC|NEW HANOVER COUNTY AIRPORT|NAT'L WEA SER OFC*RT 6 BOX 50*WILMINGTON,NC 28405|34.16|-77.55|31|31|31|
13750|723085|NGU||||NORFOLK, VA|NORFOLK NAS|NAVAL ATLANTIC METEOROLOGY AND*OCEANOGRAPHY CENTER*9141 THIRD AVENUE*NORFOLK  VA  23511-2394|36.56|-76.17|15|16|34|
13754|723090|NKT||||CHERRY POINT, NC|CHERRY POINT MCAS|ATTN  WEATHER SERVICE DIVISION*MARINE CORPS AIR STATION*PSC BOX 8011*CHERRY POINT  NC  28533|34.54|-76.53|27|29|37|
13762||KNFE||||FENTRESS, VA|NAVAL AUXILIARY LANDING FD||36.42|-76.08|16|16|16|
13764||GED||||GEORGETOWN, DE|SUSSEX COUNTY AIRPORT||38.41|-75.22|52|52|52|
13769|723075|NTU||||OCEANA, VA|OCEANA NAS|NAVAL ATLANTIC METEOROLOGY AND*OCEANOGRAPHY DETACHMENT*NAVAL AIR STATION  OCEANA*VIRGINIA BEACH  VA  23460-5120|36.49|-76.02|22|22|30|
13773|724035|NYG||||QUANTICO, VA|QUANTICO MCAF|ATTN  WEATHER SERVICE OFFICER*MARINE CORPS AIR FACILITY*2100 ROWELL RD*QUANTICO  VA  22134-5060|38.30|-77.19|9|12|14|
13776||LBT||||LUMBERTON, NC|LUMBERTON MUNICIPAL AIRPT||34.37|-79.04|126|126|126|
13777||0470|06|18|0470|BALTIMORE, MD|BALIMORE CUSTOM HOUSE||39.17|-76.37|18|19|19|
13781|72408|ILG|01|07|9595|WILMINGTON, DE|NEW CASTLE COUNTY APRT|NAT'L WEA SER OFC*AIRPORT TERMINAL BLDG*151 NO. DUPONT PARKWAY*NEW CASTLE,DE 19720|39.40|-75.36|93|93|93|
13786|74694|ECG||||ELIZABETH CITY, NC|COAST GUARD AIR|FLIGHT SERVICE STA/FAA*COAST GUARD AIR STATION*P.O. BOX 538*ELIZABETH CITY,N.C. 27909|36.16|-76.11|12|12|12|
13809||LWV||||LAWRENCEVILLE, IL|LAWRENCEVILLE INT'L AP||38.46|-87.37|429|431|429|
13837||DNL||||AUGUSTA, GA|DANIEL FIELD||33.28|-82.02|423|427|427|
13838||BFM||||MOBILE/BROOKLEY, AL|MOBILE DOWNTOWN AIRPORT||30.38|-88.04|26|26|26|
13841||ILN||||WILMINGTON, OH|WILMINGTON INDUSTRIAL PARK||39.25|-83.49|1077|1077|1077|
13865|72234|MEI|09|22|5776|MERIDIAN, MS|KEY FIELD|NAT'L WEA SER OFC*P.O. BOX 4262, WEST STATION*MERIDIAN, MS  39304- 4262*|32.20|-88.45|293|293|293|
13866|72414|CRW|03|46|1570|CHARLESTON, WV|YEAGER AIRPORT|NAT'L WEA SER FCST OFC*YEAGER AIRPORT*501 EAGLE MT RD.*CHARLESTON,WV. 25311*|38.23|-81.35|1016|1016|1016|
13871||ANB|04|01|0272|ANNISTON, AL|METROPOLITAN AIRPORT|CHIEF, FLIGHT SER STA*2506 OLD TALLADEGA*ANNISTON, AL.*36203*|33.35|-85.52|611|611|611|
13873|72311|AHN|02|09|0435|ATHENS, GA|MUNICIPAL AIRPORT|NAT'L WEA SER OFC*1050 BEN EPPS DRIVE*ATHENS,GA.*30605*|33.57|-83.2|801|801|801|
13874|72219|ATL|02|09|0451|ATLANTA, GA|HARTSFIELD ATLANTA INTL AP|NAT'L WEA SER FOR OFC*1001 INTERNATIONAL BLVD.*AIRPORT INTERNATIONAL CTR*ATLANTA, GA.  30354|33.38|-84.26|972|972|972|
13876|72228|BHM|02|01|0831|BIRMINGHAM, AL|INTERNATIONAL AIRPORT||33.34|-86.45|644|644|644|
13877||TRI|01|40|1094|BRISTOL-JHNSN CTY-KN, TN|TRI-CITY AIRPORT|NAT'L WEA SER OFC*TRI-CITY AIRPORT*P.O. BOX 1078*BLOUNTVILLE, TN   37617|36.29|-82.24|1556|1556|1556|
13880|72208|CHS|07|38|1544|CHARLESTON, SC|CHARLESTON INT'L AIRPORT|NAT'L WEA SER OFC*ATTN: MIC*INT'L AIRPORT, NWS BLDG.*CHARLESTON,   SC  29411*|32.54|-80.02|44|44|44|
13881|72314|CLT|05|31|1690|CHARLOTTE, NC|DOUGLAS INTERNATIONAL AIRPORT||35.13|-80.56|749|749|749|
13882|72324|CHA|01|40|1656|CHATTANOOGA, TN|LOVELL FIELD|NAT'L WEA SER OFC*521 PINE GROVE TRAIL*CHATTANOOGA, TN 37421|35.02|-85.12|689|689|689|
13883|72310|CAE|06|38|1939|COLUMBIA, SC|COLUMBIA METROPOLITAN AIRPORT|NAT'L WEA SER OFC*COLUMBIA METROPOLITAN AIRPORT*2909 AVIATION WAY* WEST COLUMBIA, SC 29169-2102*|33.56|-81.07|241|241|241|
13884||CEW|01|08|1986|CRESTVIEW, FL|SIKES AIRPORT|FAA*FLIGHT SER STA*P.O. BOX 845*CRESTVIEW, FL  32536|30.47|-86.31|215|218|218|
13886||GMU||||GREENVILLE, SC|GREENVILLE DOWNTOWN AIRPT||34.51|-82.21|1048|1048|1048|
13889|72206|JAX|02|08|4358|JACKSONVILLE, FL|INTERNATIONAL AIRPORT|NAT'L WEA SER OFC*13701 FANG DRIVE*JACKSONVILLE, FL.*32218*|30.29|-81.41|26|26|26|
13891|72326|TYS|01|40|4950|KNOXVILLE, TN|MC GHEE TYSON AIRPORT|NAT'L WEATHER SERVICE OFC*2019 CALLAHAN ROAD*LOUISVILLE, TN.37777*|35.49|-83.59|992|992|992|
13893|72334|MEM|04|40|5954|MEMPHIS, TN|INTERNATIONAL AIRPORT||35.04|-89.59|335|335|335|
13894|72223|MOB|08|01|5478|MOBILE, AL|BATES FIELD|NAT'L WEA SER OFC*P.O. BOX 8903*MOBILE, AL.*36608*|30.41|-88.15|223|223|223|
13895|72226|MGM|06|01|5550|MONTGOMERY, AL|DANNELLY FIELD|NAT'L WEA SER OFC*DANNELLY FIELD*ROUTE 17, BOX 600*MONTGOMERY, AL 36188*|32.18|-86.23|207|207|207|
13896||MSL|01|01|5749|MUSCLE SHOALS, AL|NORTH WEST ALABAMA REG AP|FLIGHT SER STATION/FAA*CAMPBELL DRIVE*MUSCLE SHOALS, AL.*35661*|34.45|-87.37|536|562|544|
13897|72327|BNA|03|40|6402|NASHVILLE, TN|METROPOLITAN AIRPORT|NAT'L WEA SER OFC*500 WEATHER STATION RD*OLD HICKORY,TN.*37138-1145*|36.07|-86.41|692|692|692|
13899|72222|PNS|01|08|6997|PENSACOLA, FL|PENSACOLA REGIONAL AIRPT|FCWOS*2440 AIRPORT BLVD*PENSACOLA, FL.*32504*|30.28|-87.11|121|121|121|
13904||AUS|41|07|0429|AUSTIN/BERGSTROM, TX|AUSTIN-BERGSTROM INTL APT||30.11|-97.41|541|541|541|
13920||FOE||||TOPEKA, KS|TOPEKA|FORBES FIELD|38.57|-95.4|1080|1080|1080|
13932||WLD||||WINFIELD/ARKAN. CITY, KS|STROTNER FIELD||37.10|-97.02|1150|1159|1159|
13935||ESF||16|0104|ALEXANDRIA, LA|ESLER FIELD||31.23|-92.18|112|118|118|
13942||MLU|02|16|6303|MONROE, LA|MONROE REGIONAL AIRPORT|FCWOS MONROE*5410 OPERATIONS ROAD*MONROE, LA.*71203*|32.31|-92.02|79|79|79|
13957|72248|SHV|01|16|8440|SHREVEPORT, LA|SHREVEPORT REGIONAL AIRPORT|NAT'L WEA SER OFC*SHREVEPORT REGIONAL AP*TERMINAL ANNEX, RM 204*SHREVEPORT, LA. 71109|32.27|-93.49|265|265|265|
13958|72254|ATT|07|41|0428|AUSTIN/CITY, TX|CAMP MABRY ARMY NATL GRDB||30.19|-97.46|673|673|673|
13959||ACT|03|41|9419|WACO, TX|WACO REFGIONAL AIRPORT||31.37|-97.14|497|497|497|
13960|72258|DAL|03|41|2244|DALLAS, TX|DALLAS LOVE FIELD|FCWOS,LOVE FIELD TERM. BLDG*LOCK BOX #31,RM 405*DALLAS, TX.*75235*|32.51|-96.51|520|520|520|
13961||FTW|03|41|3284|FORT WORTH, TX|MEACHAM INTL AIRPORT||32.49|-97.22|709|709|709|
13962|72266|ABI|02|41|0016|ABILENE, TX|MUNICIPAL AIRPORT|NAT'L WEA SER OFC*2872 AIRPORT BLVD*ABILINE REG'NL AIRPORT*ABILINE,TX. 79602*|32.25|-99.41|1798|1798|1798|
13963|72340|LIT|05|03|4248|LITTLE ROCK, AR|ADAMS FIELD||34.45|-92.14|258|258|258|
13964|72344|FSM|04|03|2574|FORT SMITH, AR|MUNICIPAL AIRPORT|NAT'L WEA SER OFC*MUNICIPAL ARPT*FORT SMITH, AR  72903|35.20|-94.22|462|462|462|
13966|72351|SPS|02|41|9729|WICHITA FALLS, TX|SHEPPARD AIR FORCE BASE|NAT'L WEA SER OFC*RT. 4, BOX 3 *WICHITA FALLS, TX. 76301|33.59|-98.29|1011|1011|1011|
13967|72353|OKC|05|34|6661|OKLAHOMA CITY, OK|WILL ROGERS WORLD AIRPORT|NAT'L WEA SER FOR OFC*P.O. BOX 59997*WILL ROGERS APT-SO.MERIDIAN*OKLAHOMA CITY, OK. 73159*|35.23|-97.36|1281|1281|1281|
13968|72356|TUL|03|34|8992|TULSA, OK|INTERNATIONAL AIRPORT|NAT'L WEA SER OFC*GENERAL AVIATION BLDG. RM. 201*INT'L AP,6501 EAST APACHE*TULSA, OK  74115*|36.12|-95.53|679|679|679|
13970|72230|BTR|06|16|0549|BATON ROUGE, LA|RYAN AIRPORT|NAT'L WEA SER OFC*RYAN AIRPORT*P.O. BOX 74087*BATON ROUGE, LA  70874|30.32|-91.09|70|70|70|
13972||TYR||||TYLER, TX|TYLER POUNDS FIELD||32.21|-95.24|544|544|544|
13973|74740|JCT||41|4671|JUNCTION, TX|KIMBLE COUNTY AIRPORT||30.31|-99.46|1693|1693|1693|
13975||GAG|01|34|3407|GAGE, OK|GAGE AIRPORT|FCWOS-GAGE*P.O. BOX 38 MUNICIPAL AIRPORT*GAGE OK.*73843*|36.18|-99.46|2191|2202|2195|
13976||LFT|08|16|5026|LAFAYETTE, LA|REGIONAL AIRPORT||30.12|-91.59|42|42|42|
13977||TXK|07|03|7048|TEXARKANA, AR|WEBB FIELD, FAA TRAFFIC CONT|CHIEF, FAA ATCT/FAA*ROUTE 12, BOX 638A*TEXARKANA, AR  75502|33.27|-94.01|391|399|407|
13978||GWO|04|22|3627|GREENWOOD, MS|GREENWOOD-LEFLORE ARPT|FLIGHT SER STA/FAA*ROUTE 1, BOX 478*GREENWOOD, MS.*38930*|33.30|-90.05|145|133|149|
13981||CNU|09|14|1427|CHANUTE, KS|CHANUTE MARTIN JOHNSON|WEATHER OFFICE-FCWOS*MARTIN JOHNSON AIRPORT*RFD 2 BOX 294*CHANUTE,KS. 66720-9524*|37.40|-95.29|974|1011|979|
13984|72458|CNK|02|14|1767|CONCORDIA, KS|BLOSSER MUNICIPAL AIRPORT|NAT'L WEA SER OFC*P.O.BOX 483*CONCORDIA, KS. 66901-0483|39.33|-97.39|1469|1469|1469|
13985|72451|DDC|07|14|2164|DODGE CITY, KS|DODGE CITY REGIONAL ARPT|NAT'L WEA SER OFC*MUNICIPAL AIRPORT*DODGE CITY, KS 67801-9350|37.46|-99.58|2588|2588|2588|
13986||HUT||14|3926|HUTCHINSON, KS|HUTCHINSON MUNICIPAL AIRPORT||38.04|-97.52|1542|1542|1542|
13987||JLN|04|23|4315|JOPLIN, MO|JOPLIN REGIONAL AIRPORT|WEATHER OFFICE*P.O. BOX 1355*JOPLIN, MO.*64802-1355*|37.09|-94.3|981|981|981|
13988||MKC|01|23|4359|KANSAS CITY, MO|KANSAS CITY DWTN AIRPORT|KC DWTN. % NWS OFC/INTL AIRPORT*1236 MEXICO AVE*KANSAS CITY, MO.64153*|39.07|-94.35|742|750|749|
13989||EMP||14|2543|EMPORIA, KS|EMPORIA MUNICIPAL AIRPORT||38.20|-96.11|1206|1204|1204|
13993||STJ||23|7435|ST. JOSEPH, MO|ROSECRANS MEMORIAL AP||39.46|-94.55|826|818|818|
13994|72434|STL|02|23|7455|ST. LOUIS, MO|INTERNATIONAL AIRPORT|MIDWEST WEATHER, INC.*6185 AVIATION DRIVE*ST. LOUIS, MO.*63134*|38.45|-90.22|562|562|562|
13995|72440|SGF|04|23|7976|SPRINGFIELD, MO|REGIONAL AIRPORT|NAT'L WEA SER OFC  *RT#6 BOX # 386-11*SPRINGFIELD, MO 65803-9573|37.14|-93.23|1278|1278|1278|
13996|72456|TOP|06|14|8167|TOPEKA, KS|MUNICIPAL(PHILIP BILLARD)AP|NAT'L WEA SER OFC*MUNICIPAL(PHILIP BILLARD)AIRPORT*1116 STRAIT AVENUE STREET*TOPEKA, KS  66616-1698|39.04|-95.38|881|881|881|
13997||VIH|05|23|8614|ROLLA/VICHY, MO|ROLLA NATIONAL AIRPORT||38.08|-91.46|1148|1137|1137|
14606||BGR|02|17|0355|BANGOR, ME|BANGOR INTERNATIONAL AIRPT|ATCT*BANGOR INTN'L AIRPORT, BLDG 508*BANGOR, ME.*04401*|44.49|-68.49|163|192|160|
14607|72712|CAR|01|17|1175|CARIBOU, ME|MUNICIPAL AIRPORT|NAT'L WEA SER OFC.,NOAA *664 MAIN ST.,MUNCIPAL AIRPORT*CARIBOU,ME.*04736*|46.52|-68.02|628|628|628|
14610||MLT||17|5309|MILLINOCKET, ME|MILLINOCKET MUNICIPAL ARPT||45.39|-68.41|406|406|406|
14702||BED||||BEDFORD, MA|BEDFORD HANSCOM FIELD||42.28|-71.17|133|133|133|
14707||GON||||GROTON/NEW LONDON, CT|GROTON/NEW LONDON AIRPORT||41.20|-72.03|10|10|10|
14710||MHT||||MANCHESTER, NH|MANCHESTER AIRPORT||42.56|-71.26|234|234|234|
14711|72511|MDT|04|36|5703|MIDDLETOWN/HARRISBURG, PA|HARRISBURG INTN'L AIRPORT|FAA CONTRACT WEATHER OBSERVER*ARFF BLDG. 513 RM201*HARRISBURG INTN'L AIRPORT*MIDDLETOWN, PA. 17057*|40.12|-76.46|303|321|324|
14712||RDG||||READING, PA|READING REGIONAL AIRPORT||40.22|-75.58|344|344|344|
14719||FOK||||WESTHAMPTON, NY|THE GABRESKI AIRPORT||40.50|-72.38|67|67|67|
14732|72503|LGA|04|30|5811|NEW YORK, NY|LA GUARDIA AIRPORT|WEA SER CONT MET OFC.*MARINE TERM.BLDG.3RD FLOOR*LAGUARDIA FIELD*FLUSHING, NY.11371*|40.47|-73.53|37|37|37|
14733|72528|BUF|09|30|1012|BUFFALO, NY|GREATER BUFFALO INTL AIRPORT|NAT'L WEA SER CONTRACT MET OBS*150 AMHERST VILLA ROAD  *CHEEKTOWAGA, N Y 14225|42.56|-78.44|739|739|739|
14734|72502|EWR|01|28|6026|NEWARK, NJ|INTERNATIONAL AIRPORT||40.43|-74.1|26|26|26|
14735|72518|ALB|05|30|0042|ALBANY, NY|ALBANY INTERNATIONAL AIRPT|NAT'L WEA SER OFC*ALBANY COUNTY AIRPORT*ALBANY,NEW YORK 12211|42.45|-73.48|302|302|302|
14736||AOO|08|36|0130|ALTOONA, PA|ALTOONA-BLAIR COUNTY AIRPT||40.18|-78.19|1504|1504|1504|
14737|72517|ABE|02|36|0106|ALLENTOWN, PA|LEHIGH VALLEY INTRNL AIRPT|NAT'L WEA SER OFC*GOVERNMENT BLDG*ALLENTOWN-BETHLEHEM-EASTON AP    *ALLENTOWN, PA   18103|40.39|-75.27|376|376|376|
14739|72509|BOS|03|19|0770|BOSTON, MA|GEN LOGAN INTERNATIONAL AP|NAT'L WEA SERVICE.*SUITE 102N MASS.TECH.CTR.*LOGAN INT'L AIRPORT*EAST BOSTON, MA 02128*|42.22|-71.01|178|178|178|
14740|72508|BDL|02|06|3456|HARTFORD, CT|BRADLEY INTERNATIONAL AIRPORT|NAT'L WEA SER OFC.NOAA*BRADLEY FIELD*WINDSOR LOCKS,CT.*06096*|41.56|-72.41|198|198|198|
14742|72617|BTV|02|43|1081|BURLINGTON, VT|INTERNATIONAL AIRPORT|NAT'L WEA SER OFC.,NOAA *BURLINGTON INTERNATIONAL AIRPORT*BURLINGTON, VT*05403*|44.28|-73.09|346|346|346|
14745|72605|CON|02|27|1683|CONCORD, NH|CONCORD MUNICIPAL|NAT'L WEA SER OFC*CONCORD MUNICIPAL AIRPORT*CONCORD,N.H.*03301*|43.12|-71.3|341|341|341|
14747||DKK||||DUNKIRK, NY|CHAUTAUQUA COUNTY AIRPORT||42.29|-79.16|693|693|693|
14748||ELM||30|2615|ELMIRA, NY|ELMIRA COUNTY AIRPORT||42.10|-76.53|955|955|955|
14752||HFD||06|3451|HARTFORD, CT|HARTFORD-BRAINARD AP||41.44|-72.39|634|634|634|
14753|74492|MQE|02|19|0736|MILTON, MA|BLUE HILL OBSERVATORY|NAT'L WEA SER OFC.*BLUE HILL OBSERVATORY*MILTON,MA.*02186*|42.13|-71.07|629|629|629|
14756||ACK||19|5159|NANTUCKET, MA|NANTUCKET MEMORIAL AIRPORT||41.15|-70.04|48|48|48|
14762||AGC||36|6992|PITTSBURGH, PA|ALLEGHENY COUNTY AIRPORT||40.21|-79.55|1252|1252|1252|
14763||PSF||||PITTSFIELD, MA|PITTSFIELD MUNICIPAL AIRPT||42.26|-73.17|1194|1194|1194|
14764|72606|PWM|03|17|6905|PORTLAND, ME|PORTLAND INTERNATIONAL JETPORT|NOAA-NWS FCST OFC*4 AL MCKAY AVE*PORTLAND INTL JET PORT*PORTLAND, ME. 04102*|43.38|-70.18|50|50|50|
14765|72507|PVD|01|37|6698|PROVIDENCE, RI|THEO FRANCIS GREEN STATE AP|NAT'L WEA SER OFC NOAA  *T.F. GREEN AIRPORT*WARWICK, RI. 02886|41.43|-71.26|55|55|55|
14768|725291|ROC|09|30|7167|ROCHESTER, NY|ROCHESTER-MONROE COUNTY AP|NAT'L WEA SER OFC.,NOAA*GREATER ROCHESTER INTL APT*ROCHESTER, NY.*14624*|43.07|-77.41|587|587|587|
14770||SEG||||SELINSGROVE, PA|PENN VALLEY AIRPORT||40.49|-76.52|450|450|450|
14771|72519|SYR|00|30|8383|SYRACUSE, NY|HANCOCK INTERNATIONAL AIRPORT|NAT'L WEA SER OFC.,NOAA *HANCOCK AIRPORT*NORTH SYRACUSE, NY. 13212|43.07|-76.06|417|417|417|
14775||BAF||||WESTFIELD, MA|WESTFIELD, BARNES MUNI APT||42.10|-72.43|271|271|271|
14777|72513|AVP|01|36|9705|AVOCA, PA|WILKES-BARRE SCRANTON APT|NAT'L WEA SER OFC.,NOAA *CENTRAL TOWER BUILDING*WILKES-BARRE SCRANTON AIRPORT*AVOCA, PA. 18641*|41.20|-75.44|956|956|956|
14778|72514|IPT|05|36|9728|WILLIAMSPORT, PA|WILLIAMSPORT-LYCOMING CO AP|NAT' WEA SER OFC*WILLIAMSPORT-LYCOMING COUNTY APT*ADMIN BLDG 2ND FLOOR*MONTOURSVILLE,PA. 17754*|41.14|-76.55|541|541|541|
14787||UUU||||NEWPORT, RI|NEWPORT STATE AIRPORT||41.32|-71.17|172|168|168|
14792||TTN||||TRENTON, NJ|TRENTON MERCER COUNTY APT||40.17|-74.49|213|213|213|
14793|724086|NXX||||WILLOW GROVE, PA|WILLOW GROVE NAS|NAVAL TRAINING METEOROLOGY AND*OCEANOGRAPHY DETACHMENT*NAVAL AIR STATION*WILLOW GROVE  PA  19090-5010|40.12|-75.09|335|362|365|
14794||WST||||WESTERLY, RI|WESTERLY STATE AIRPORT||41.21|-71.48|81|81|81|
14813||AKR||||AKRON, OH|AKRON FULTON INTL AIRPORT||41.02|-81.28|1068|1068|1068|
14815||BTL||||BATTLE CREEK, MI|W.K. KELLOGG REGIONAL APT||42.19|-85.15|952|952|952|
14819|72534|MDW||||CHICAGO, IL|CHICAGO MIDWAY AIRPORT||41.47|-87.45|619|623|623|
14820|72524|CLE|03|33|1657|CLEVELAND, OH|CLEVELAND HOPKINS INTL AIRPORT|NAT'L WEA SER FCST OFC*CLEVELAND HOPKINS INT'L AIRPORT*FEDERAL FACILITIES BUILDING*CLEVELAND, OH  44135*|41.24|-81.51|776|776|776|
14821|72428|CMH|05|33|1786|COLUMBUS, OH|PORT COLUMBUS INTL AIRPORT|NAT'L WEA SER OFC*PORT COLUMBUS INT'L AIRPORT*COLUMBUS,OH*43219*|39.59|-82.53|813|813|813|
14822|72537|DET||20|2102|DETROIT, MI|CITY AIRPORT|MIDWEST ATC SERVICES INC.*11501 CONNER AVE*DETROIT, MI.*48213-1206*|42.25|-83.01|619|626|640|
14826|72637|FNT|00|20|2846|FLINT, MI|BISHOP AIRPORT|NAT'L WEA SER OFC*BISHOP AIRPORT*FLINT, MI 48507-3187|42.58|-83.45|767|767|767|
14827|72533|FWA|03|12|3037|FORT WAYNE, IN|BAER FIELD|NWS OFFICE, NOAA*BAER FIELD TERM.,RM 201*FORT WAYNE, IN.*46809*|41.01|-85.13|816|816|816|
14829||GSH||12|3413|GOSHEN, IN|GOSHEN MUNICIPAL AIRPORT||41.32|-85.47|827|827|827|
14835||LAF||||LAFAYETTE, IN|PURDUE UNIVIRSITY ARPT|FAA-ATCT*PURDUE UNIVERSITY AIRPORT*LAFAYETTE,IN.47906-3372*|40.25|-86.56|606|606|606|
14836|72539|LAN|09|20|4641|LANSING, MI|CAPITAL CITY AIRPORT|NWS OFFICE-NOAA*CAPITOL CITY AIRPORT*3121 WEST CIRCLE DRIVE STE 3*LANSING, MI. 48906-2166*|42.47|-84.35|869|869|869|
14837|72641|MSN|08|47|4961|MADISON, WI|DANE COUNTY REGIONAL AIRPORT|NAT'L WEA SER 0FC*4309 INTERNATIONAL LANE*MADISON, WI.*53704-3163*|43.08|-89.21|857|857|857|
14839|72640|MKE|09|47|5479|MILWAUKEE, WI|GENERAL MITCHELL FIELD|NAT'L WEA SER OFC*5300 SO. HOWELL AVE.*MILWAUKEE, WI 53207-6190|42.57|-87.54|678|678|678|
14840|72636|MKG|05|20|5712|MUSKEGON, MI|MUSKEGON COUNTY AIRPORT|NAT'L WEA SER OFC *MUSKEGON CO. ARPT*99 SINCLAIR DRIVE*MUSKEGON, MI. 49441-5586*|43.10|-86.14|627|627|627|
14842|72532|PIA|04|11|6711|PEORIA, IL|GREATER PEORIA AIRPORT|NAT'L WEA SER OFC*GREATER PEORIA ARPT*AVIATION BLDG.*PEORIA, IL    61607-1290|40.40|-89.41|673|673|673|
14845||MBS|07|20|7227|SAGINAW, MI|TRI CITY INTERNATIONAL APT||43.32|-84.05|668|668|668|
14847|72734|ANJ|02|20|7366|SAULT STE. MARIE, MI|SAULT STE MARIE MUNI APT|NWS OFFICE, NOAA*214 WEST 14TH AVENUE*SAULT STE. MARIE, MI.*49783-3552*|46.28|-84.22|721|721|721|
14848|72535|SBN|02|12|8187|SOUTH BEND, IN|MICHIANA REGIONAL AIRPORT|NAT'L WEA SER OFC*MICHIANA REG'L ARPT*4475 TERMINAL DRIVE*SOUTH BEND, IN.46628-5519*|41.43|-86.2|778|778|778|
14850||TVC|03|20|8251|TRAVERSE CITY, MI|CHERRY CAPITAL ARPT|FAA/ATCT WEATHER OBSERVER*CHERRY CAPITAL AIRPORT*TRAVERSE CITY, MI.*49684*|44.44|-85.35|624|624|624|
14852|72525|YNG|03|33|9406|YOUNGSTOWN, OH|MUNICIPAL AIRPORT|NAT'L WEA SER OFC*MUNICIPAL AIRPORT*YOUNGSTOWN,OH 44501|41.15|-80.4|1183|1183|1183|
14853||YIP||||DETROIT, MI|WILLOW RUN AIRPORT||42.14|.83502|716|716|716|
14860|72526|ERI|00|36|2682|ERIE, PA|TERMINAL BLDG.|NAT'L WEA SER OFC  NOAA *ERIE INTERNATIONAL AIRPORT*ERIE, PA 16505|42.05|-80.11|730|730|730|
14880||UGN||||CHICAGO/WAUKEGAN, IL|WAUKEGAN REGIONAL AIRPORT||42.25|-87.52|727|727|727|
14891|72524|MFD|06|33|4865|MANSFIELD, OH|LAHM MUNICIPAL AIRPORT|NAT'L WEA SER OFC*2094 HARRINGTON MEMORIAL RD.*MANSFIELD, OH.*44903|40.49|-82.31|1298|1298|1298|
14894||HLG||||WHEELING, WV|WHEELING OHIO COUNTY AIRPT||40.11|-80.39|1195|1195|1195|
14895|72521|CAK|03|33|0058|AKRON, OH|AKRON-CANTON AIRPORT|NAT'L WEA SER OFC*AKRON-CANTON REGIONAL AP*NORTH CANTON,OH 44720|40.55|-81.26|1239|1239|1239|
14898|72645|GRB|06|47|3269|GREEN BAY, WI|AUSTIN STRAUBEL FIELD|NATIONAL WEATHER SERVICE OFFICE*2485 SOUTH POINT ROAD*GREEN BAY. WI.*54313-5522*|44.31|-88.07|673|673|673|
14910||AXN|04|21|0112|ALEXANDRIA, MN|MUNICIPAL AIRPORT|FAA/CONTRACT OBSERVER*P.O. BOX 181*ALEXANDRIA, MN.*56308*|45.53|-95.23|1421|1431|1427|
14913|72745|DLH|03|21|2248|DULUTH, MN|INTERNATIONAL AIRPORT|NAT'L WEA SER OFC - NOAA*5027 MILLER TRUNK HIGHWAY*DULUTH, MN 55811-1442*|46.50|-92.11|1427|1427|1427|
14914|72753|FAR|06|32|2859|FARGO, ND|HECTOR AIRPORT|NAT'L WEA SER OFC*ROOM 212*1801 23RD AVE. NORTH*FARGO, N D 58102-  1047|46.56|-96.49|909|909|909|
14916||GFK||32|3616|GRAND FORKS, ND|INTERNATIONAL AIRPORT|FCWOS, GRAND FORKS*2812 AIRPORT DRIVE*GRAND FORKS, ND. 58203*|47.57|-97.11|844|844|844|
14918|72747|INL|02|21|4026|INTERNATIONAL FALLS, MN|FALLS INTERNATIONAL AP|NAT'L WEA SER OFC, NOAA*ROUTE 9, BOX 117*INTERNATIONAL FALLS,MN,*56649-9706*|48.34|-93.24|1183|1183|1183|
14920|72643|LSE|04|47|4370|LA CROSSE, WI|MUNICIPAL AIRPORT|FAA-AIR TRAFFIC CONTROL TWR*2873 FANTA REED ROAD*LA CROSSE, WI.*54603*|43.49|-91.16|650|663|678|
14922|72658|MSP|06|21|5435|MINNEAPOLIS-ST.PAUL, MN|INTERNATIONAL AIRPORT|NAT'L WEA SER FCST OFC*FAA BLDG-6301 34TH AVE.S*MINNEAPOLIS, MN.*55450-2985*|44.53|-93.14|872|872|872|
14923|72544|MLI|01|11|5751|MOLINE, IL|QUAD CITY AIRPORT|NAT'L WEA SER OFC NOAA*WSO MOLINE 7501*68TH STREET*MILAN, IL. 61264-3266*|41.28|-90.31|605|605|605|
14925|72644|RST|09|21|7004|ROCHESTER, MN|MUNICIPAL AIRPORT|NWS OFFICE, NOAA*7300 BRATAAS DRIVE SW*ROCHESTER, MN.*55902-9802*|43.54|-92.29|1324|1324|1324|
14926|72655|STC|05|21|7294|SAINT CLOUD, MN|MUNICIPAL AIRPORT|NAT'L WEA SER OFC*4301 12TH ST. SE*ST. CLOUD, MN  56304-9801|45.32|-94.03|1030|1030|1030|
14927||STP||21|7386|ST. PAUL, MN|DOWNTOWN HOLMAN FIELD||44.56|-93.03|705|719|719|
14929|72659|ABR|03|39|0020|ABERDEEN, SD|REGIONAL AIRPORT|NAT'L WEA SER OFC*4420 EAST HIGHWAY 12*ABERDEEN,S D 57401-9536|45.27|-98.25|1312|1312|1312|
14931||BRL|09|13|1063|BURLINGTON, IA|BURLINGTON MUNICIPAL AIRPT||40.47|-91.08|698|698|698|
